Código,Descrição,Fornecedor
33315,PORTA GARRAFA EM POLIESTER BRASILIDADES SORTIDA. YINS. AASF,YINS
33316,ESTOJO JUVENIL EM POLIESTER BRASILIDADES SORTIDO. YINS. AASF,YINS
33317,"MOCHILA BABY 11,5 JACARE EM POLIESTER.YINS. AASF",YINS
33318,"MOCHILA BABY 11,5 ARCO-IRIS UNICORNIO EM POLIESTER.YINS.AASF",YINS
33319,CINTO ADULTO EM POLIESTER E ALGODAO SORTIDO.YINS.AASF,YINS
33320,CINTO ADULTO EM POLIURETANO PRETO.YINS.AASF,YINS
33321,POCHETE RUNNER ESPORTIVA.YINS.AASF,YINS
33322,FAIXA ELASTICA PARA EXERCICIOS CONVOY SPORT.YINS.AASF,YINS
33323,MOCHILA TRANSVERSAL.YINS.AASF,YINS
33324,GUARDA-CHUVA INFANTIL EM PVC BABY DINO.YINS.AASF,YINS
33325,SACOLA ESPORTIVA EM POLIESTER SORTIDO.YINS.AASF,YINS
33326,SACOLA DE PRESENTE ELEGANT SORTIDA M.YINS.AASF,YINS
33327,BERMUDA MASC MOLETIN CARGO.JEZZIAN.MJAR,JEZZIAN
33328,BERMUDA MASC STREET SARJA VERDE.JEZZIAN.MCAR,JEZZIAN
33329,CROPPED REGATA FITNESS. SUBURBAN. FFAR,SUBURBAN
33330,BERMUDA MASC STREET SARJA MARINHO.JEZZIAN.MCAR,JEZZIAN
33331,BERMUDA MASC STREET SARJA BEGE.JEZZIAN.MCAR,JEZZIAN
33332,CALCA MASC SARJA AREIA.JEZZIAN.MCPR,JEZZIAN
33333,CALCA MASC SARJA CAQUI.JEZZIAN.MCPR,JEZZIAN
33334,CALCA MASC SARJA PRETA.JEZZIAN.MCPR,JEZZIAN
33335,CAMISA MASC POLO PIQUET.JEZZIAN.MCAR,JEZZIAN
33336,CANETA PONTA POROSA FINELINER 0.4MM ROSA/ROXO C/2 UN.YINS.AASF,YINS
33337,CANETA ESFEROGRAFICA YINLUX 1.0MM C/3.YINS.AASF,YINS
33338,CANETA PONTA POROSA FINELINER 0.4MM CANDY COLORS 10 CORES.YINS.AASF,YINS
33339,BLOCO DE NOTAS ADESIVAS 76X76MM AMARELO C/100FLS.YINS.AASF,YINS
33340,LAPIS DE COR ECO RESINA SEXTAVADO 12 CORES C/ APONTADOR+BORRACHA +2 LAPIS GRAFITE.YINS.AASF,YINS
33341,TESOURA ESCOLAR SEM PONTA 13CM ANIMAIS.YINS.AASF,YINS
33342,LAPIS GRAFITE HB RESINA C/ BORRACHA FRUTAS BLISTER C/4UN SORTIDO.YINS.AASF,YINS
33343,KIT LAPIS GRAFITE HB CANDY 2 LAIS C/ APONTADOR E BORRACHA BLISTER SORTIDO.YINS.AASF,YINS
33344,KIT LAPIS GRAFITE MENINO 2 LAPIS C/ APONTADOR E BORRACHA BLISTER SORTIDO.YINS.AASF,YINS
33345,SACOLA ECOBAG ESPORTIVA EM POLIESTER CORDAO SORTIDO.YINS.AASF,YINS
33346,MARCA TEXTO BIG TEND MARKER 6 CORES.YINS.AASF,YINS
33347,MARCA TEXTO BLISTER C/4 CORES CANDY COLOR.YINS.AASF,YINS
33348,CANETA ESFEROGRAFICA YINCOLORS 1.0MM C/6UN.YINS.AASF,YINS
33349,CANETA ESFEROGRAFICA YINLUX AZUL 0.7MM C/3UN.YINS.AASF,YINS
33350,CANETA ESFEROGRAFICA YINLUX PRETO 1.0MM C/3UN.YINS.AASF,YINS
33351,CALCA FEM WID LEG VARIADAS.JEZZIAN.FEMS,JEZZIAN
33352,SHORT CICLISTA COTTON LISO INF.ANALE.IA4AR,ANALE
33353,GLOSS LABIAL HIDRATANTE FLOWER 24k. IAMO. AASF,IAMO
33354,BLUSH JELLY TROPICOOL MULTIFUNCIONAL. IAMO. AASF,IAMO
33355,HIDRATANTE LABIAL TROPICOOL. IAMO. AASF,IAMO
33356,PROTETOR ADESIVO DE MAMILO 1 PAR FORMATO REDONDO. IAMO. AASF,IAMO
33357,KIT C/3UN LAMINAS FACIAIS. IAMO. AASF,IAMO
33358,MACAQUINHO FITNESS CANELADO IMPORTADO. AGTEX. FFAR,AGTEX
33359,KIT 2 LIXAS BUMERANGUE PARA UNHAS. IAMO . AASF,IAMO
33360,PINCA DECORADA . IAMO.AASF,IAMO
33361,REGATA ALCINHA SUEDE ESTAMPADA,MINHA ESTAMPA
33362,CARTEIRA FEMININA LIVIA. IAMO. AASF,IAMO
33363,REGATA ALCINHA VISCOLINHO PLUS SIZE .FPAR,JOABE
33364,CARTEIRA FEMININA TAIS. IAMO. AASF,IAMO
33365,CARTEIRA LILIANA. IAMO. AASF,IAMO
33366,CARTEIRA FEMININA JOANA. AASF,IAMO
33367,PORTA JOIAS SIMPLES COM ZIPER. IAMO. AASF,IAMO
33368,NECESSAIRE COM VISOR TRANSPARENTE. IAMO. AASF,IAMO
33369,"SHORT VISCOLINHO PLUS SIZE JOABE , FPPR",JOABE
33370,CURVEX PARA CILIOS. IAMO. AASF,IAMO
33371,KIT 4 ESPONJAS PUFF PARA MAQUIAGEM REDONDAS,IAMO
33372,KIT 4 ESPONJAS DE MAQUIAGEM GOTA. IAMO. AASF,IAMO
33374,KIT C/3 ESPONJAS GOTA P/ MAQUIAGEM. IAMO. AASF,IAMO
33375,BLUSA FEM RAGLANA M/M CANELADA.MINHA ESTAMP.FJAR,MINHA ESTAMPA
33376,ILUMINADOR EM PO SUPERSTAR C/12. IAMO. AASF,IAMO
33377,ESPELHO DE BOLSO REDONDO TROPICOOL. IAMO. AASF,IAMO
33378,BATOM LIQUIDO MATTE CORACAO C/24 SORTIDO. IAMO. AASF,IAMO
33379,MASCARA DE CILIOS VOLUME+CURVA. IAMO. AASF,IAMO
33380,MASCARA DE CILIOS VOLUME+ALONGA. IAMO. AASF,IAMO
33381,PO SOLTO FINE POWDER. IAMO. AASF,IAMO
33382,BLUSH EM PO DUO. IAMO. AASF,IAMO
33383,PALETA DE SOMBRAS TRIO. IAMO. AASF,IAMO
33384,PALETA DE CONTORNO 3 CORES FLAWLESS. IAMO. AASF,IAMO
33385,LIMPADOR DE PINCEIS DE MAQUIAGEM SORTIDO IAMO,IAMO
33386,LIMPADOR DE PINCEIS EM SILICONE URSO. IAMO. AASF,IAMO
33387,KIT BATOM LIQUIDO MATTE E LAPIS CONTORNO LABIAL. IAMO. AASF,IAMO
33388,KIT C/2UN ESCOVAS DE DENTES ADULTO SUPER MACIA BRASILIDADE ARARA E ONCA. IAMO. AASF,IAMO
33389,ESCOVA DE DENTES BABY 1-3 ANOS MACIA PANDA E COALA SORTIDO. IAMO. AASF,IAMO
33390,KIT C/3 ESCOVAS DE DENTES ADULTO SUPER MACIA AURORA. IAMO. AASF,IAMO
33391,ESCOVA DE DENTES ADULTO MACIA TOUCH BLACK. IAMO. AASF,IAMO
33392,ESCOVA DE DENTES ADULTO MACIA INFINITY COLOR. IAMO. AASF,IAMO
33393,ESCOVA DE DENTES KIDS 6-12 ANOS MACIA CUTE BEARS. IAMO. AASF,IAMO
33394,SHORT VISCOLINHO LISO JOABE. FCAR,JOABE
33395,SHORT FEM DE ALFAIATARIA PLUS .AGTEX.FPAR,AGTEX
33396,CONJUNTO FEM C/SAIA FEM CASUAL.AGTEX.FPPR,AGTEX
33397,VESTIDO LONGO PLUS SIZE.AGTEX.FPPR,AGTEX
33398,VESTIDO COM LACO.AGTEX.FCPR,AGTEX
33399,SHORT FEM ESTAMPADO.AGTEX.FJAR,AGTEX
33400,CONJUNTO FEM SHORT/TOP MAQ.AGTEX.FJAR,AGTEX
33401,VESTIDO FEM C/BOJO ESTAMPADO.AGTEX.FCPR,AGTEX
33402,CROPPED ALCINHA C/LISTRAS.AGTEX.FJAR,AGTEX
33403,CROPPED ALCINHA RECORT NO BUSTO.AGTEX.FJAR,AGTEX
33404,CROPPED ALCINHA TRANCADO NAS COSTAS.AGTEX.FJAR,AGTEX
33405,VESTIDO CURTO DE ALCINHA RECORTE NO BUSTO.AGTEX.FJAR,AGTEX
33406,VESTIDO LONGO CROCHE.AGTEX.FJPR,AGTEX
33407,CONJUNTO FEM SHORT C/TOP CROCHE.FJAR,AGTEX
33408,CONJUNTO FEM SAIA LONGA C/TOP MAQUINETADO.AGTEX.FJAR,AGTEX
33409,SHORT FEM C/ELASTICO LISTRADO C/BOLSO.AGTEX.FJAR,AGTEX
33410,CONJUNTO FEM COLETE E SHORT ALFAIATARIA.AGTEX.FJPR,AGTEX
33411,REGATA FEM CANELADA C/VIVO.AGTEX.FCAR,AGTEX
33412,REGATA FEM DE ALCINHA C/BOJO.AGTEX.FJAR,AGTEX
33413,SHORT FEM DUNA C/PREGAS.AGTEX.FCAR,AGTEX
33414,MACAQUINHO DECOTE DRAPEADO.AGTEX.FJPR,AGTEX
33415,BLUSA FEM DE ALCA LARGA PEPLUM.AGTEX.FJAR,AGTEX
33416,DISCOS DE ALGODAO. IAMO. AASF,IAMO
33417,SAIA MIDI ESTAMPA BORDADA.ALIRIO.FCPR,ALIRIO
33418,BLUSA S/M DEC V BORDADA.ALIRIO.FCPR,ALIRIO
33419,BERMUDA FEM VISCO COM CINTO FAIXA.ALIRIO.FCAR,ALIRIO
33420,BERMUDA FEM VISCO C/CINTO FAIXA BEGE.ALIRIO.FJAR,ALIRIO
33421,BLUSA S/M DUNA ALCA ELASTICO.ALIRIO.FJAR,ALIRIO
33422,VESTIDO MIDI DECOTE V RECORTE CENTRO.ALIRIO.FJPR,ALIRIO
33423,VEST LONGO 3 MARIAS LISTRA,VASPAC
33424,SHORT VISCO CADARCO C/ COS FUNCION PRETO.VASPAC.FJAR,VASPAC
33425,SHORT VISCO CADARCO C/ COS FUNCION BEGE.VASPAC.FJAR,VASPAC
33426,SHORT VISCO CADARCO C/ COS FUNCION PISTACHE.VASPAC.FJAR,VASPAC
33427,VESTIDO CAN LONGO ALCINHA. MINHA ESTAMPA.FCSL,MINHA ESTAMPA
33428,CROPPED FEM CANELADO FRENTE UNICA IMPORTADO.AGTEX.FJAR,AGTEX
33429,BLUSA FEM BARRA CHULEADA S/M IMPORTADA.AGTEX.FJAR,AGTEX
33430,CALCA FEM FITNESS CANELADA IMPORTADA.AGTEX.FFAR,AGTEX
33431,TOP FEM ALCA QUADRADA IMPORTADO.AGTEX.FJAR,AGTEX
33432,TOP CROPPED NADADOR IMPORTADO.AGTEX.FJAR,AGTEX
33433,BERMUDA JEANS MASC PRETA.AFORTUNADOS.MEAR,AFORTUNADOS
33434,REGATA FEM LISTRADA 13105,STYLE BOX
33435,REGATA CAN. IMPORTADA PRETA,CAEDU
33436,REGATA CANEL IMP BRANCA,CAEDU
33437,REGATA CANEL IMP AREIA,CAEDU
33438,REGATA CANEL IMP PINK,CAEDU
33439,REGATA CANEL IMP CORAL,CAEDU
33440,REGATA CANEL IMP VERDE,CAEDU
33441,REGATA CANEL IMP AZUL,CAEDU
33442,REGATA CANEL IMP VERDE CLARO,CAEDU
33443,REGATA CANEL IMP AMARELA,CAEDU
33444,REGATA CANEL IMP CINZA CLARO,CAEDU
33445,BIQUINI ALCA BABADO INF.ABUSADA FASHION.IA4AR,ABUSADA FASHION
33446,BIQUINI ALCA ASSIMETRICA BABADO INF.ABUSADA FASHION.IA4AR,ABUSADA FASHION
33447,BIQUINI ALCA ASSIMETRICA SUQUINI INF.ABUSADA FASHION.IA4AR,ABUSADA FASHION
33448,MAIO BASICO ALCA REGATA INF LISO.ABUSADA FASHION.IA4AR,ABUSADA FASHION
33449,MAIO ALCA ASSIMETRICA LISO INF.ABUSADA FASHION.IA4AR,ABUSADA FASHION
33450,MAIO ALCA FINA LISO INF.ABUSADA FASHION.IA4AR,ABUSADA FASHION
33451,KIT C/3 MEIAS FEM SAPATILHA. BAIYI. AASF,BAIYI
33452,KIT C/3 MEIAS MASC SOQUETE. BAIYI. AASF,BAIYI
33453,SUTIA BASIC SEM COSTURA BASICO TEXTIL BRASIL.FIPR,TEXTIL BRASIL
33454,BLUSA M/M COTTON BARRA BABADO LISO INF.PITISKA.IA4MS,PITISKA
33455,SAIDA DE PRAIA VESTIDO CURTO CLASSICO. TRICOTALI. FPAR,TRICOTALI
33456,SAIDA DE PRAIA VESTIDO CURTO ELEGANTE. TRICOTALI. FPAR,TRICOTALI
33457,SAIDA DE PRAIA VESTIDO CURTO MODERNA. TRICOLITALI. FPAR,TRICOTALI
33458,SHORT C/ BOLSO LISO VISCOLINHO GRAZI MODAS . FCPR,GRAZI MODAS
33459,CONJUNTO COLETE BOTOES LISO GRAZI MODAS .FPPR,GRAZI MODAS
33460,BLUSA COTTON SUBLIMADO CIGANINHA INF.PATOTA.IA4PR,PATOTA
33461,SHORT SAIA MALHA JACQUARD LISO INF.PATOTA.IA4PR,PATOTA
33462,BLUSA ALCA MALHA JACQUARD LISO INF.PATOTA.IA4PR,PATOTA
33463,SHORT COTTON SUBLIMADO EST INF.PATOTA.IA4PR,PATOTA
33464,MACAQUINHO COTTON SUBLIMADO EST INF.PATOTA.IA4PR,PATOTA
33465,CONJ PRAIA 3 PECAS TOUCA BIQUINI E BLUSA INF MNA.BAIYI.IA4AR,BAIYI
33466,CONJ PRAIA BLUSA E SUNGA INF MNO.BAIYI.IO4AR,BAIYI
33467,MACAQUINHO ALCA FINA COSTA CRUZADO. BAIYI. FFPR,BAIYI
33468,MACAQUINHO ALCA LARGA COSTA VAZADO. BAIYI. FFPR,BAIYI
33469,VESTIDO SEREIA LISO PLUS SIZE GRAZI MODAS . FPPR,GRAZI MODAS
33470,SAIA LISA COM ABERTURA PLUS SIZE.FPPR,GRAZI MODAS
33471,CONJUNTO LISO SHORT C/ BOLSO PLUS SIZE .FPPR,GRAZI MODAS
33472,MACACAO LISO LONGO PLUS SIZE GRAZY MODAS .FPPR,GRAZI MODAS
33473,BLUSA ALCA REGULAVEL LISA PLUS SIZE GRAZI MODAS .FPPR,GRAZI MODAS
33474,VESTIDO ALCA LISO PLUS SIZE GRAZI MODAS .FPPR,GRAZI MODAS
33475,CALCA FEM BOLIVIANA LISA. MINHA ESTAMPA.FJSL,MINHA ESTAMPA
33476,TOP ALCA REGULAVEL BAIYI. FIPR,BAIYI
33477,TOP BOJO REMOVIVEL BAIYI.FIPR,BAIYI
33478,CALCINHA SEM COSTURA 7 CM BAIYI .FIPR,BAIYI
33479,CUECA POLIESTE LISA.BAIYI.MIBC,BAIYI
33480,REGATA GOLA ALTA FEM LISTRADA.STYLE BOX.FJAR,STYLE BOX
33481,REGATA GOLA ALTA SEM COSTURA LISTRADA.STYLE BOX.FJAR,STYLE BOX
33482,BLUSA M/M MALHA BABY LOOK EST LOCAL JUV.DOCE KIDS.IA4MS,DOCE KIDS
33483,MACAQUINHO LISTRA LATERAL PLUS. LIDERY. FFPR,LIDERY
33484,SHORT WAVE PLUS SIZE. LIDERY. FFPR,LIDERY
33485,TOP WAVE PLUS SIZE. FFPR,LIDERY
33486,LEGGING WAVE PLUS SIZE. LIDERY. FFPR,LIDERY
33487,MACAQUINHO WAVE PLUS SIZE. FFPR,LIDERY
33488,CAMISA MASC M/C ESTAMPADA CINZA PRINT GREY.STYLE BOX.MCPR,STYLE BOX
33489,CAMISA MASC M/C BEGE ESTAMPADA PRINT BEIGE.STYLE BOX.MCPR,STYLE BOX
33490,CAMISA MASC M/C ESTAMPADA MARINHO PRINT NAVY.STYLE BOX.MCPR,STYLE BOX
33491,CAMISA MASC M/C LISA C/ BOTOES.STYLE BOX.MCPR,STYLE BOX
33492,TOP CHAPADO COS. LIDERY. FFPR,LIDERY
33493,CALCA LEGGING COS TRANSPASSADO. LIDERY. FFPR,LIDERY
33494,SHORT COS TRANSPASSADO. LIDERY. FFPR,LIDERY
33495,BLUSA DE TULE. LIDERY. FFPR,LIDERY
33496,CALCINHA FIO BASIC COS ALTO TEXTIL BRASIL.FIPR,TEXTIL BRASIL
33497,CAMISOLA BIA PLUS SIZE RENDA VINI. FIPR,VINI
33498,VESTIDO MIDI ESTAMPADO GOTA.JULIETA.FJPR,JULIETA
33499,CONJUNTO TOP E SHORT VISCO.JULIETA.FJPR,JULIETA
33500,MACAQUINHO GOTA.JULIETA.FJAR,JULIETA
33501,CONJUNTO JANE POLIAMIDA TOQUE SECRETO. FIPR,TOQUE SECRETO
33502,CONJUNTO RENDA CHARLOTE TOQUE SECRETO.FIPR,TOQUE SECRETO
33503,CONJUNTO RENDA ALBA TOQUE SECRETO.FIPR,TOQUE SECRETO
33504,CONJUNTO BASICO LAVANDA TOQUE SECRETO.FIPR,TOQUE SECRETO
33505,CAMISOLA PEROLA TOQUE SECRETO. FIPR,TOQUE SECRETO
33506,CALCA FEM SARJADA COS ELAST E BOLSO.OUMENGKAI.FCAR,OUMENGKAI
33507,SHORT MOLETINHO BASICA COM APLIQUE INF.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33508,BERMUDA MASC MOLETINHO RECORT NA PERNA C/ ZIPER.OUMENGKAY.MJMS,OUMENGKAY
33509,BERMUDA MASC MOLETINHO BOLSO C/ZIPER COSTURA.OUMENGKAY.MJMS,OUMENGKAY
33510,SHORT DOLL CANELADO ESTAMP,MINHA ESTAMPA
33511,BERMUDA MASC DE POLIESTER C/BOLSO ZIPER.BAYI.MJAR,BAIYI
33512,BERMUDA MASC PLUS DE POLIESTER C/BOLSO ZIPER.MPAR,BAIYI
33513,REGATA COTTON NADADOR ESTAMPA LOCAL JUV.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33514,REGATA COTTON NADADOR LISO APLIQUE JUV.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33515,CAMISETA MALHA M/M ESTAMPA LOCAL INF.ARRUMADINHOS.IO4AR,ARRUMADINHOS KIDS
33516,CAMISETA MALHA M/M ESTAMPADA LOCAL JUV.ARRUMADINHOS.IO4MS,ARRUMADINHOS KIDS
33517,BERM MOLETINHO BASICO APLIQUE JUV.ARRUMADINHOS.IO4MS,ARRUMADINHOS KIDS
33518,SHORT FEM SARJA 4 BOLSOS COS ELAST,OUMENGKAY
33519,CONJUNTO ASSIMETRICO PLUS SIZE GRAZI MODA . FPPR,GRAZI MODAS
33520,BLUSA COTTON M/M AVULSA ESTAM LOCAL JUV.ARRUMADINHOS.IA4MS,ARRUMADINHOS KIDS
33521,BLUSA COTTON M/M AVULSA ESTAMP LOCAL INF.ARRUMADINHOS.IA4MS,ARRUMADINHOS KIDS
33522,BLUSA REGATA COTTON LISO APLIQUE INF.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33523,BLUSA COTTON REGATA NADADOR ESTAM INF.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33524,SHORT MOLETINHO BASICO EST LOCAL INF.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33525,SHORT MOLETINHO BASICO APLIQUE JUV.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33526,CAMISETA MALHA M/M EST LOCAL INF.ARRUMADINHOS.IO4AR,ARRUMADINHOS KIDS
33527,REGATA MALHA M/M EST LOCAL INF.ARRUMADINHOS.IO4AR,ARRUMADINHOS KIDS
33528,REGATA MALHA M/M BAS APLIQUE INF.ARRUMADINHOS.IO4AR,ARRUMADINHOS KIDS
33529,REGATA MALHA M/M BAS APLIQUE JUV.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33530,BERM MOLETINHO BAS APLIQUE INF.ARRUMADINHOS.IO4MS,ARRUMADINHOS KIDS
33531,CONJ BLUSA COTTON EST BERM MOLETINHO INF.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33532,CONJ BLUSA COTTON EST SHORT MOLETINHO INF.ARRUMADINHOS.IA4AR,ARRUMADINHOS KIDS
33533,CALCA PANTACURT PLUS LISA VISCOLYCRA.MINHA ESTAMPA.FPAR,MINHA ESTAMPA
33534,SHORT DOLL BOLINHA KAFA MALHA . FIAR,KAFA
33535,PRENDEDOR DE ACRILICO. GABRIEL CAMP. AASF,GABRIEL CAMP
33536,CALCA FEM BENGALINE C/CINTO.SCHUMACHER.FCAR,SCHUMACHER
33537,CALCA FEM BENGALINE C/ELASTICO NO COS.SCHUMACHER.FCAR,SCHUMACHER
33538,CALCA FEM PLISSADA COS ELAST,STYLE BOX
33539,VESTIDO MID TORCIDO ESTAMPADO JULIETTA .FCPR,JULIETA
33540,VESTIDO SABRINE LONGO JULIETA.FCPR,JULIETA
33541,VESTIDO LONGO C/ BABADO ALCINHA ESTAMPADO AZUL.VASPAC.FJPR,VASPAC
33542,VESTIDO LONGO TRANSPASSADO LISO BRANCO.VASPAC.FCPR,VASPAC
33543,VESTIDO LONGO TRANSPASSADO LISO AMARELO.VASPAC.FCPR,VASPAC
33544,VESTIDO LONGO C/ BABADO ALCINHA ESTAMPADO VERDE.VASPAC.FJPR,VASPAC
33545,BERMUDA MASC DE HELANCA.ROTA DO MAR.MJAR,ROTA DA ONDA
33546,BERMUDA MASC DE HELANCA PLUS.ROTA DA ONDA MPAR,ROTA DA ONDA
33547,CONJUNTO RIBANA.PIRAI,PIRAÍ
33548,SHORT MICROFIBRA FERNANDA.PIRAI,PIRAÍ
33549,SHORT TACTEL LISTRA,PIRAÍ
33550,CUECA BOX - P,PIRAÍ
33551,REGATA CREPE ESTAMPDA,PIRAÍ
33552,CALCA FEM SARJA BOLSO,PIRAÍ
33553,SHORT SAIA.PIRAI,PIRAÍ
33554,SAMBA CANCAO.PIRAI,PIRAÍ
33555,SHORT INF MENINA.PIRAI,PIRAÍ
33556,SAIA SAIDA DE PRAIA CROCHE,PIRAÍ
33557,TOALHA DE ROSTO.PIRAI,PIRAÍ
33558,REGATA NADADOR.PIRAI,PIRAÍ
33559,VESTIDO GOLA CARECA.PIRAI,PIRAÍ
33560,BERMUDA FITNESS,PIRAÍ
33561,CALCA DRY C/CADARCO.PIRAI,PIRAÍ
33562,TOP SUPLEX ALCA FINA,PIRAÍ
33563,TOP REGATA SULPLEX,PIRAÍ
33564,SHORT COS FUNCIONAL,PIRAÍ
33565,CALCA PANTA DUNA CADARCO E BOLSO,PIRAÍ
33566,CALCA PANTACOURT LISA COS LARGO.PIRAI,PIRAÍ
33567,BLUSA S/M TRICO LISTRADA,PIRAÍ
33568,BERMUDA SUPLEX LISA.PIRAI,PIRAÍ
33569,BLUSA LISA 1/2 MANGA LISA.PIRAI,PIRAÍ
33570,REGATA ALCA ESPAGUETE,PIRAÍ
33571,VEST. CHEMISE ESTAMP.PIRARI,PIRAÍ
33572,COLETE TRICO BOTOES.PIRAI,PIRAÍ
33573,VESTIDO LISO REGATA PLUS,PIRAÍ
33574,REGATA MACHAO A FIO.PIRAI,PIRAÍ
33575,CASACO MOLETOM NEY YORK,PIRAÍ
33576,CASACO CROPPED GOLA ALTA JUV MNA.PIRAI,PIRAÍ
33577,CASACO CROPPED GOLA ALTA INF MNA.PIRAI,PIRAÍ
33578,BLUSA S/M RECORTE FRENTE C/ BOJO,PIRAÍ
33579,MEIA UNISSEX.PIRAI,PIRAÍ
33580,MEIAO FUTEBOL.PIRAI,PIRAÍ
33581,SHORT JEANS,PIRAÍ
33582,BOLSA LATERAL.PIRAI,PIRAÍ
33583,SUTIA ALCA DE SILICONE.PIRAI,PIRAÍ
33584,SHORT FEM MOLETOM C/ ELASTICO NA COSTURA,PIRAÍ
33585,BLUSA FEM M/M GOLINHA,PIRAÍ
33586,SUTIA REFORCADO,PIRAÍ
33587,CALCINHA SEM COSTURA COS ALTO,PIRAÍ
33588,REGATA FEM LISA C/ FENDA.PIRAI.FCAR,PIRAÍ
33589,SHORT DOOL PLUS ESTAMPADO,PIRAÍ
33590,BERMUDA MASC BOLSO CARGO.PIRAI.MJAR,PIRAÍ
33591,SHORT MASC DE TACTEL PLUS.PIRAI,PIRAÍ
33592,BERMUDA MASC DE MOLETIM.PIRAI,PIRAÍ
33593,SUTIA RENDA COM BOJO,PIRAÍ
33594,BERMUDA FEM JEANS.PIRAI,PIRAÍ
33595,TOP C/ ELASTICO,PIRAÍ
33596,CALCA PANTACOURT,PIRAÍ
33598,BERMUDA MASC PLUS DE LINHO.PIRAI.MPAR,PIRAÍ
33599,BERMUDA MASC JEANS LAVAGEM CLARA.PIRAI.MEPR,PIRAÍ
33600,VESTIDO GOLA ALTA.PIRAI,PIRAÍ
33601,SHORT MASC DE TACTEL.PIRAI.MJAR,PIRAÍ
33602,CROPPED M/M DIZERES,PIRAÍ
33603,REGATA MASC DRY FIT.PIRAI.MJAR,PIRAÍ
33604,BERMUDA MASC LISTRADA .PIRAI.MJAR,PIRAÍ
33605,BRUSA FEM M/M CANELADA.PIRAI.FJAR,PIRAÍ
33606,SHORT DOLL SUEDE ESTAMPADO KAFA.FIPR,KAFA
33607,COPO 2 EM 1 SPIDERMAN.PLASUTIL.AASF,PLASUTIL
33608,COPO 2 EM 1 STITCH.PLASUTIL.AASF,PLASUTIL
33609,COPO 2 EM 1 MINNIE.PLASUTIL.AASF,PLASUTIL
33610,GARRAFA SPIDERMAN.PLASUTIL.AASF,PLASUTIL
33611,GARRAFA STITCH.PLASUTIL.AASF,PLASUTIL
33612,GARRAFA PRINCESAS.PLASUTIL.AASF,PLASUTIL
33613,GARRAFA MICKEY.PLASUTIL.AASF,PLASUTIL
33614,GARRAFA MINNIE.PLASUTIL.AASF,PLASUTIL
33615,GARRAFA ABRE FACIL SPIDERMAN.PLASUTIL.AASF,PLASUTIL
33616,GARRAFA ABRE FACIL STITCH.PLASUTIL.AASF,PLASUTIL
33617,GARRAFA ABRE FACIL MICKEY.PLASUTIL.AASF,PLASUTIL
33618,GARRAFA ABRE FACIL MINNIE.PLASUTIL.AASF,PLASUTIL
33619,GARRAFA ABRE FACIL PRINCESAS.PLASUTIL.AASF,PLASUTIL
33620,BERMUDA MASC CICLISTA JEANS ESCURO.ECXO.MEMS,ECXO JEANS
33621,BERMUDA CICLISTA JEANS CLARO.ECXO.MEMS,ECXO JEANS
33622,BERMUDA MASC CICLISTA JEANS MEDIO.ECXO.MEMS,ECXO JEANS
33623,BLUSAO MASC M/L 100% ALGODAO.ALIRIO.MCPR,ALIRIO
33624,TOALHA DE ROSTO 40X70.FELIPE.AAMS,FELIPE
33625,CALCA FEM PLUS BENGALINE CINTO TRANCA.SCHUMACHER.FPSL,SCHUMACHER
33626,SHORT PLUS VISCOLYCRA LISO.ONLLEY.FPAR,ONLLEY
33627,OCULOS DE SOL PREMIUM. GABRIEL CAMP. AASF,GABRIEL CAMP
33628,BIQUINI MODELOS VARIADOS. BAIYI. AASF,BAIYI
33629,CALCA BENG C/PREGAS E BOlSO FACA,MINHA ESTAMPA
33630,CALCOLA ESTAMAPA.KAFA.FIBC,KAFA
33631,BERMUDA MASC ALFAIATARIA LISA COM CINTO.JEZZIAN.MCPR,JEZZIAN
33632,SHORT MASC PLUS DE POLIESTER C/ ELASTICO.MPAR,SEA SURF
33633,BLUSA M/M VISCOLYCRA GOLA V LISA.FBSL,MINHA ESTAMPA
33634,BERMUDA MASC BOLSO CARGO PREMIUM AREIA.MAX DENIM.MCPR,MAX DENIM
33635,BERMUDA MASC BOLSO CARGO PREMIUM MILITAR.MAX DENIM.MCPR,MAX DENIM
33636,BERMUDA MASC BOLSO CARGO PREMIUM PRETO.MAX DENIM.MCPR,MAX DENIM
33637,CALCA MASC BOLSO FACA PREMIUM PRETA.MAX DENIM.MCPR,MAX DENIM
33638,CALCA MASC BOLSO FACA PREMIUM CAQUI.MAX DENIM.MCPR,MAX DENIM
33639,CALCA MASC PLUS BOLSO FACA PREMIUM PRETA.MAX DENIM.MCPR,MAX DENIM
33640,CALCA MASC PLUS BOLSO FACA PREMIUM CAQUI .MAX DENIM.MCPR,MAX DENIM
33641,CROPPED NADADOR CANELADO POLIAMIDA SEASRUF .FJPR,SEA SURF
